filepath,description
COCO_val2014_000000075655,a man holding a signed laptop is standing by the microphone.
COCO_val2014_000000075663,"there is a small table, a phone, a hat, a toy kitchen with a teddy bear, and various crafts on the counter."
COCO_val2014_000000075673,a dog in the field and a man in the background.
COCO_val2014_000000075696,two men are showing off tech gadget christmas presents.
COCO_val2014_000000075713,a man in a white coat is walking with a yak on the grassy lawn.
COCO_val2014_000000075719,"two birds are on the carpet, and a man is taking a picture of them."
COCO_val2014_000000075742,the cat under the car is looking at the roman city beneath the pavement.
COCO_val2014_000000075748,a train on the tracks with trees in the background.
COCO_val2014_000000075753,two people standing on a bubbly beach.
COCO_val2014_000000075768,a man lying on a bed with two dogs on top of him.
COCO_val2014_000000075775,a woman in a red dress is watching a little girl who is lifting a tennis ball.
COCO_val2014_000000075783,a surfer is riding a board on the waves.
COCO_val2014_000000075791,two black bears snuggling together.
COCO_val2014_000000075806,many large kites are flying in the sky with the sky as the background.
COCO_val2014_000000075857,a view along the transept of an old-style church.
COCO_val2014_000000075884,the person wearing a hat is holding a bat.
COCO_val2014_000000075886,a half-eaten brownie cake penguin wearing a penguin hat
COCO_val2014_000000075888,a plate with fruits and vegetables shaped like a smile.
COCO_val2014_000000075905,a group of people posing for a photo.
COCO_val2014_000000075932,people are spending time on the deck of a ship floating on the sea.
COCO_val2014_000000075976,a chandelier hanging above a table with a vase of flowers placed in front of the window.
COCO_val2014_000000076026,a young giraffe is trying to stand up in the pasture.
COCO_val2014_000000076029,a young couple sitting and looking at their mobile phones while holding an umbrella.
COCO_val2014_000000076034,a naked baby is looking at the camera.
COCO_val2014_000000076082,"two people are walking down a city street, and behind them, there is a person riding a moped."
COCO_val2014_000000076107,a close-up of a small boat floating on the water's surface.
COCO_val2014_000000076138,there are several small pieces of broccoli in the bowl.
COCO_val2014_000000076149,a city sign behind a large tower with a clock built into its side.
COCO_val2014_000000076155,a cow with long horns resting in the grass.
COCO_val2014_000000076161,a pair of men are standing together holding beers.
COCO_val2014_000000076170,a boy holding a frisbee to his face.
COCO_val2014_000000076176,"a man wearing glasses is holding a pot with food in it, using oven mitts."
COCO_val2014_000000076211,an old beige building with a large clock above the door and clothing displayed in the window.
COCO_val2014_000000076249,a photo of a traffic signal in the air.
COCO_val2014_000000076257,a motorcycle racer is performing a wheelie.
COCO_val2014_000000076292,a man is pushing a girl who is on a swing.
COCO_val2014_000000076307,there are some sandwiches on the plate.
COCO_val2014_000000076334,the bride and groom pass in front of the wedding guests who are throwing rice.
COCO_val2014_000000076351,an elephant with a single tusk standing in the meadow under a large tree.
COCO_val2014_000000076384,"a bowl of soup, some bread, and a cup of coffee."
COCO_val2014_000000076409,the large bed in the room by the window.
COCO_val2014_000000076431,"a photo of a woman in a canoe, taken underwater."
COCO_val2014_000000076454,a giraffe sitting behind a fenced-in area.
COCO_val2014_000000076460,an adult elephant is standing behind a young elephant.
COCO_val2014_000000076484,a photo of a white mouse and a remote control.
COCO_val2014_000000076518,"a table with a book, a sandwich, an egg, and a cup filled with liquid placed on it."
COCO_val2014_000000076521,three people wearing skis are riding a ski lift.
COCO_val2014_000000076522,a kitten is resting on the sofa with its head on the remote control.
COCO_val2014_000000076525,a large pot placed on the stove and used for storage.
COCO_val2014_000000076529,a ripe banana and a cup of coffee.
COCO_val2014_000000076572,a girl pointing with a wii remote.
COCO_val2014_000000076588,a startled cat is relaxing in the sink.
COCO_val2014_000000076593,three people are enjoying wine and laughing with someone who is not in the picture.
COCO_val2014_000000076595,a commuter bus departs from the stop at the commercial parking lot.
COCO_val2014_000000076619,a cat sitting in front of a television showing craig ferguson.
COCO_val2014_000000076625,people are walking beside the blue train running next to the mountain.
COCO_val2014_000000076632,a baseball player throwing a ball to a person
COCO_val2014_000000076657,"in the beautiful living room, there is golden furniture and a golden wall."
COCO_val2014_000000076731,there is a yellow pen on top of the closed laptop.
COCO_val2014_000000076738,a man wearing a black hat is holding a computer keyboard in front of his face while placing a computer mouse over one of his eyes.
COCO_val2014_000000076765,someone might be walking while moving a travel bag toward a vehicle or a train.
COCO_val2014_000000076822,a person skiing is being watched by a large crowd of people.
COCO_val2014_000000076866,three zebras are grazing on the sparse grass of the field.
COCO_val2014_000000076873,the crossed legs of a person sticking out of the car window
COCO_val2014_000000076896,a laptop placed on a wooden desk.
COCO_val2014_000000076918,a bird standing by the blue water.
COCO_val2014_000000076942,"there is a man striking a pose next to a bike on a brick sidewalk, and on the road next to it, there is a green van parked."
COCO_val2014_000000076956,a professional baseball player is throwing a ball in a game.
COCO_val2014_000000076962,"a fire hydrant is the dominant element, with an architecturally interesting building in the background."
COCO_val2014_000000076973,a man skis down a snow-covered mountain.
COCO_val2014_000000076994,a man reading a newspaper while pushing a cart full of bananas.
COCO_val2014_000000077050,a man preparing carrots in the kitchen.
COCO_val2014_000000077061,two men are riding horses on a dirt road.
COCO_val2014_000000077063,a horse standing on its hind legs with a rider clinging to it.
COCO_val2014_000000077102,there are many potted plants in the corner of the kitchen.
COCO_val2014_000000077118,a black bear standing in the middle of a river along with some rocks.
COCO_val2014_000000077123,the view seen from above the airplane.
COCO_val2014_000000077151,the hallway from which you can slightly see the bathroom's toilet.
COCO_val2014_000000077172,a room with a very large wooden object near the window.
COCO_val2014_000000077178,a pot with several decorative vases placed in it.
COCO_val2014_000000077184,a white ship sails through the blue sea.
COCO_val2014_000000077270,"in the small glass vase, there are flowers and a stuffed rabbit."
COCO_val2014_000000077296,a man is lying down on a small bench.
COCO_val2014_000000077345,a man skating on a winding road.
COCO_val2014_000000077351,an image of a green bus letting off passengers.
COCO_val2014_000000077360,a cow walking on the road near a house and alongside several bicycles.
COCO_val2014_000000077394,a woman and child sitting next to a teddy bear under the christmas decorations.
COCO_val2014_000000077396,"a cat lying on the floor, and another cat with its front paws resting on a stool."
COCO_val2014_000000077400,a man wearing a tuxedo is posing for a photo.
COCO_val2014_000000077402,food and drink left on the plate on the table.
COCO_val2014_000000077405,a sightseeing train is stopped on a street near the beach.
COCO_val2014_000000077415,a hand lifting a mayonnaise dressing next to a sandwich.
COCO_val2014_000000077460,a group of people in a field with several kites flying in the sky.
COCO_val2014_000000077473,a woman and a man stand up and look in the same direction.
COCO_val2014_000000077477,three beautiful roses in a vase placed next to a book on the table.
COCO_val2014_000000077486,this bathroom has a sink and a shower.
COCO_val2014_000000077544,several people are posing for a photo with their skis at a ski resort.
COCO_val2014_000000077548,an elephant carrying various blankets and seats on its back.
COCO_val2014_000000077591,there's a person playing tennis on the court.
COCO_val2014_000000077595,"an orange cat with pointy ears is on the bed, and there is a laptop nearby."
COCO_val2014_000000077596,two people wearing wet suits are walking towards the water.
COCO_val2014_000000077615,a few people are sitting in a small park.
COCO_val2014_000000077628,police officers on motorcycles are assisting in crowd control at the event.
COCO_val2014_000000077648,a living room filled with lots of furniture.
COCO_val2014_000000077660,a young boy is playing tennis.
COCO_val2014_000000077681,"on the plate in the restaurant, there is a deep-dish pizza topped with olives."
COCO_val2014_000000077689,"reflected in the side mirror is a woman sitting in the passenger seat of the car, with a dog on her lap and a camera in her hand."
COCO_val2014_000000077754,a man standing on a snowboard
COCO_val2014_000000077784,there is a man and a woman dining at a table.
COCO_val2014_000000077811,a computer mouse designed like a yellow car with headlights on.
COCO_val2014_000000077813,a toilet is shown in a photo of an antique-style bathroom.
COCO_val2014_000000077821,a child sliding down a snow-covered slope while holding ski poles.
COCO_val2014_000000077837,a green bus is parked at the bus stop.
COCO_val2014_000000077889,an image of dishes served together with drinks.
COCO_val2014_000000077891,a person looking at kites in a store
COCO_val2014_000000077924,a photo of traffic seen from the front window of a car.
COCO_val2014_000000077951,there is an open-face sandwich on the plate along with a fork.
COCO_val2014_000000077953,some boats are anchored in the water.
COCO_val2014_000000077954,a man is trying to throw a frisbee with a disc coat.
COCO_val2014_000000077980,a refrigerator packed with various items is being displayed.
COCO_val2014_000000077997,three images of a male doll dressed in different styles of shirts.
COCO_val2014_000000078023,a fire hydrant next to the cardboard box on the street.
COCO_val2014_000000078026,someone wearing a gray shirt is giving a donut to a cat.
COCO_val2014_000000078032,two benches placed on the ground near the fence.
COCO_val2014_000000078035,a simple bathroom with tile walls and a green floor.
COCO_val2014_000000078056,a sign indicating the location of the parking lot.
COCO_val2014_000000078060,a man and a child are giving a thumbs-up in the snow.
COCO_val2014_000000078061,the baseball players wearing red and white are playing a game.
COCO_val2014_000000078093,a person is skiing down several slopes.
COCO_val2014_000000078107,there is a cat watching the tv screen.
COCO_val2014_000000078170,two women are looking at their phones on the train.
COCO_val2014_000000078176,"to maintain this large clock, many skilled workers are required."
COCO_val2014_000000078188,a white cat is lying on top of a laptop.
COCO_val2014_000000078194,a young boy is lying down while holding a toothbrush.
COCO_val2014_000000078200,the refrigerator that looks like a marshall amp is open.
COCO_val2014_000000078260,there is an island in the center of the large kitchen.
COCO_val2014_000000078266,a clean commercial kitchen with no one in it.
COCO_val2014_000000078283,the crates indoors contain various fruits.
COCO_val2014_000000078312,a beautiful clock in a very large and clean room.
COCO_val2014_000000078313,various porcelain items arranged on shelves and in cupboards.
COCO_val2014_000000078371,the airplane is about to take off into the sky.
COCO_val2014_000000078381,"the catcher leaps at home plate to tag the runner, while a teammate and the umpire watch intently."
COCO_val2014_000000078404,the bench's maximum load capacity might be exceeded.
COCO_val2014_000000078420,a cat sleeping in front of a laptop that is turned on.
COCO_val2014_000000078426,a cat sitting on the desk along with paper and a pen.
COCO_val2014_000000078429,"two couples are surfing on the same surfboard, while one man is surfing alone on his own surfboard."
COCO_val2014_000000078465,two buses running on the brick road near the building.
COCO_val2014_000000078478,a person cutting a metal container using scissors.
COCO_val2014_000000078488,a yellow fire hydrant is on the brick sidewalk.
COCO_val2014_000000078490,a young and beautiful woman is leading a horse inside a narrow booth.
COCO_val2014_000000078495,a close-up photo of a cat sleeping on a carpet.
COCO_val2014_000000078499,a group of horses standing on a green hill overgrown with grass.
COCO_val2014_000000078522,"sheep are gazing, lying down, and eating grass in the grass."
COCO_val2014_000000078537,there is a large balloon man near the flying airplane.
COCO_val2014_000000078554,there is a toilet and a sink in the toy bathroom.
COCO_val2014_000000078565,"a small sailboat floating in front of the beach, along with dogs and people on the beach."
COCO_val2014_000000078580,a girl is reading a book under the tree.
COCO_val2014_000000078627,there is a person standing in front of the bus.
COCO_val2014_000000078671,a baseball player is standing in the batter's box on the field.
COCO_val2014_000000078683,a man standing with a bat poised in a batting cage.
COCO_val2014_000000078703,a man wearing a band around his head and a cloth belt around his waist.
COCO_val2014_000000078707,a baseball player standing in the batter's box and the catcher positioned behind them.
COCO_val2014_000000078720,the umbrella is on top of a grass mat laid over the sand.
COCO_val2014_000000078741,there is a cat with its front paws on the computer keyboard.
COCO_val2014_000000078748,many people are outside with motorcycles.
COCO_val2014_000000078771,a cat is sitting next to the laptop.
COCO_val2014_000000078820,"a pizza topped with pepperoni, mushrooms, onions, and bell peppers."
COCO_val2014_000000078823,a dog wearing a bandana is sitting in the trunk of a car.
COCO_val2014_000000078838,the picture of the team taken with the trophy after the match.
COCO_val2014_000000078843,a man is kissing a woman on the top of her head.
COCO_val2014_000000078858,three people sitting at a table with a pizza in front of them.
COCO_val2014_000000078871,a woman wearing sunglasses is using a mobile phone.
COCO_val2014_000000078892,a panoramic view of the city's train.
COCO_val2014_000000078929,a plate with five types of food and a bit of sauce on it.
COCO_val2014_000000078941,the image shows a cat sleeping next to many shoes.
COCO_val2014_000000078947,there are several signs on the streetlight pole during the daytime.
COCO_val2014_000000078959,a bunch of bananas is hanging from the banana tree.
COCO_val2014_000000078979,there is a propeller plane parked inside the building.
COCO_val2014_000000078982,a bus running between two trucks on a city street.
COCO_val2014_000000079011,three giraffes are standing on the grass beside a dirt mound.
COCO_val2014_000000079014,there is a man looking in the mirror.
COCO_val2014_000000079047,snow is surrounding the statue of a bear standing on the sidewalk.
COCO_val2014_000000079084,a woman who plays tennis professionally.
COCO_val2014_000000079113,a man wearing glasses is using a laptop computer.
COCO_val2014_000000079121,this is a beautifully color-coordinated bedroom that looks like a hotel.
COCO_val2014_000000079139,a man is tossing a tennis ball into the air so that he can hit it with a racket.
COCO_val2014_000000079188,"two giraffes standing in a field, looking in the same direction."
COCO_val2014_000000079189,a woman is standing in the kitchen with her back to the camera.
COCO_val2014_000000079213,a man standing next to another man who is lying on the floor.
COCO_val2014_000000079229,a man on horseback is being followed by a dog.
COCO_val2014_000000079331,a business sign attached to a wooden pillar.
COCO_val2014_000000079357,"on city streets, there are shops, pedestrians, cars, and people riding bikes."
COCO_val2014_000000079362,a snowy field surrounded by mountains and a cloudy sky
COCO_val2014_000000079369,pot roast being cooked in a pot with carrots and mushrooms.
COCO_val2014_000000079380,the jockey and his horse are waiting on the sideline.
COCO_val2014_000000079392,the airplane is flying low near the purple trees.
COCO_val2014_000000079396,a baby is sitting in the bath holding a toothbrush in their mouth.
COCO_val2014_000000079397,a man is standing alone in the desert holding a flag.
COCO_val2014_000000079407,a dog catching a frisbee in an open grassy field.
COCO_val2014_000000079408,a stop sign near trees and tree branches.
COCO_val2014_000000079415,there is a washing machine in this bathroom.
COCO_val2014_000000079446,"in the black and white bathroom, there is a sink, a toilet, and a bathtub."
COCO_val2014_000000079465,photos of kitchen appliances and a bathroom with a toilet.
COCO_val2014_000000079472,"the laptop, monitor, printer, and tablet on the desk."
COCO_val2014_000000079495,a man surfing on a big wave.
COCO_val2014_000000079501,two zebras are playing together in the bushes.
COCO_val2014_000000079544,a woman holding a baby in a messy room filled with luggage.
COCO_val2014_000000079565,an adult giraffe and a baby giraffe are facing the same direction.
COCO_val2014_000000079566,a train stopped on the tracks during the day.
COCO_val2014_000000079634,"there is a sandwich on the plate, and a bowl of soup near the spoon and glass."
COCO_val2014_000000079651,there are various beers lined up behind the banana.
COCO_val2014_000000079653,a trackball mouse in the pocket of a green backpack.
COCO_val2014_000000079657,a digital clock is displaying the time in the darkness.
COCO_val2014_000000079686,there are chairs and a shelf in the living room.
COCO_val2014_000000079689,a stylized photo of a person sitting on a chair near the bathroom.
COCO_val2014_000000079721,a hand holding a gray and clear rack in front of a window.
COCO_val2014_000000079754,a woman is organizing cookies and other food items.
COCO_val2014_000000079816,a truck with its door left open is parked by the water's edge.
COCO_val2014_000000079836,"through the car's windshield, i can see the sunset."
COCO_val2014_000000079837,several sailing ships floating on the night sea.
COCO_val2014_000000079841,two photographs of a person riding a bicycle on the edge of the road.
COCO_val2014_000000079846,"the fire hydrant near the small, old barn."
COCO_val2014_000000079860,"at a restaurant table, a man is holding a foot-long hot dog with chili."
COCO_val2014_000000079878,there is toilet paper scattered on the bathroom floor.
COCO_val2014_000000079905,the refrigerator on the side of the street.
COCO_val2014_000000079906,the television on the desk with books on it.
COCO_val2014_000000079913,a crosswalk sign standing in front of several trees on a sunny day.
COCO_val2014_000000079920,a large television set next to the stone fireplace in the living room.
COCO_val2014_000000079926,many identical elephant heads are lined up and displayed in a row.
COCO_val2014_000000079927,there is luggage placed under a transparent umbrella on the beach sand.
COCO_val2014_000000079930,three people are sitting on a bike that is running on the road.
COCO_val2014_000000079955,a red pickup truck is driving towards the entrance of the highway.
COCO_val2014_000000079975,a man riding a skateboard performs a cool trick.
COCO_val2014_000000079992,"a basket filled with bananas, coconuts, and vegetables."
COCO_val2014_000000080000,two women standing with tennis rackets and balls.
COCO_val2014_000000080010,four workers are standing around a fire hydrant talking.
COCO_val2014_000000080013,firefighters are gathered around a fire hydrant on a city street.
COCO_val2014_000000080017,there is a polite request not to use the broken toilet.
COCO_val2014_000000080022,a man wearing white tennis attire is hitting a tennis ball.
COCO_val2014_000000080053,"laptop, a few people, a mouse, and some cables."
COCO_val2014_000000080057,a teddy bear is sitting near the toys.
COCO_val2014_000000080066,a bedroom with a four-poster bed and a gold mirror.
COCO_val2014_000000080117,a person in the parking lot is popping a skateboard.
COCO_val2014_000000080130,the passenger train is stopped at the station in the darkness.
COCO_val2014_000000080145,a man skiing near the building.
COCO_val2014_000000080153,there is a husky dog standing next to the skier.
COCO_val2014_000000080172,a child who is polishing shoes is holding a brush in their mouth.
COCO_val2014_000000080213,a black cat wearing a beanie on its head.
COCO_val2014_000000080260,the city with two people riding on a red motorcycle.
COCO_val2014_000000080273,a person wearing a helmet and goggles is snowboarding down a slope.
COCO_val2014_000000080281,two people standing next to a place where old buildings are gathered.
COCO_val2014_000000080300,"a donut is placed on top of a piece of white, wrinkled parchment paper."
COCO_val2014_000000080303,a large piece of agricultural machinery is running across a vast field.
COCO_val2014_000000080306,a woman preparing to serve.
COCO_val2014_000000080316,a woman standing on a tennis court holding a racket.
COCO_val2014_000000080328,many zebras and other animals are standing in the field.
COCO_val2014_000000080337,a man standing between two bunches of bananas.
COCO_val2014_000000080340,a small child wearing a necktie is standing with some luggage.
COCO_val2014_000000080357,there is a half-eaten cake on the plate.
COCO_val2014_000000080367,a bowl containing chicken and vegetables served with rice.
COCO_val2014_000000080369,"daughters frosting a cake in the dining room, and mothers preparing water."
COCO_val2014_000000080395,"a table with a candle, red flowers, and a banana."
COCO_val2014_000000080413,there is a small beige teddy bear tucked into the corner of the dashboard of this car.
COCO_val2014_000000080429,a bearded man is swinging a bat.
COCO_val2014_000000080455,the snowman has lemon eyes and a carrot nose.
COCO_val2014_000000080462,lightning is striking the city in the midst of the storm.
COCO_val2014_000000080470,a horse jumping vertically in front of a wooden pole.
COCO_val2014_000000080517,someone pulls a green banana from a bunch of bananas.
COCO_val2014_000000080522,a small child is standing next to a little horse that is eating hay.
COCO_val2014_000000080596,the bag is made of black leather and has two straps.
COCO_val2014_000000080613,a model striking a pose while using an umbrella like a cane.
COCO_val2014_000000080614,a skier jumps off a small snow cliff.
COCO_val2014_000000080646,the dog is lying alone on the bed.
COCO_val2014_000000080651,a woman holding a bottle while talking on the phone.
COCO_val2014_000000080652,a refrigerator and a table inside the room.
COCO_val2014_000000080659,the horses number 11 and number 6 are participating in the horse race.
COCO_val2014_000000080671,a woman is touching her skis while skiing down a slope.
COCO_val2014_000000080714,a woman holding a seminar in a class.
COCO_val2014_000000080733,a man reflected in the mirror is holding his head.
COCO_val2014_000000080747,a little girl with a stuffed animal is sitting on a swing.
COCO_val2014_000000080756,"the ingredients for a bacon, lettuce, and tomato sandwich are placed on the table."
COCO_val2014_000000080757,a striped cat sleeping on a light brown sofa.
COCO_val2014_000000080834,"a woman sitting on a pull-out sofa, brushing her hair with her fingers."
COCO_val2014_000000080865,a man is holding a tennis racket on the court.
COCO_val2014_000000080895,two people sitting on a dock using their mobile phones.
COCO_val2014_000000080932,a small boy sitting at a restaurant table and eating a slice of pizza.
COCO_val2014_000000080949,the kitten is lying on the computer keyboard.
COCO_val2014_000000080953,an emo girl standing next to a man at the bar.
COCO_val2014_000000080974,three giraffes standing next to a concrete structure in front of a tree.
COCO_val2014_000000081004,two baseball players are watching while waiting for the pitch.
COCO_val2014_000000081035,a person holding a dog that is staring at the water.
COCO_val2014_000000081054,two cars parked on the road next to the building.
COCO_val2014_000000081056,a black-and-white photo with a camera placed on a bench.
COCO_val2014_000000081061,"a sofa, chairs, and a suitcase are placed on the curb."
COCO_val2014_000000081070,"the street trees are decorated with candles, teddy bears, and balloons."
COCO_val2014_000000081081,the bears are forming a long and large line in the snow.
COCO_val2014_000000081100,a boy holding a tennis racket on a tennis court.
COCO_val2014_000000081210,two people on the road under an umbrella.
COCO_val2014_000000081228,a red and black microwave placed on top of the refrigerator.
COCO_val2014_000000081248,a gigantic butterfly kite is flying above the crowd.
COCO_val2014_000000081251,"a sicilian-style pizza with tomatoes, spinach, and shredded cheese."
COCO_val2014_000000081264,a train crossing a large bridge over the water.
COCO_val2014_000000081274,a toddler wearing an apron is sitting at the kitchen table before eating.
COCO_val2014_000000081287,buses and trains without roofs in the city
COCO_val2014_000000081303,a man skiing in the snow while wearing ski gear.
COCO_val2014_000000081315,photos of the wooden cabinets in the apartment kitchen
COCO_val2014_000000081336,the ice cream truck is driving down the road.
COCO_val2014_000000081354,a rusty pair of scissors stands upright next to another rusty object.
COCO_val2014_000000081361,two children are standing near a large teddy bear.
COCO_val2014_000000081469,the bed is between the two windows.
COCO_val2014_000000081484,the stack of plates placed on the table.
COCO_val2014_000000081505,a passenger plane is flying in the sky during the daytime.
COCO_val2014_000000081512,a bundle of glass vases inside a glass case.
COCO_val2014_000000081552,a cat curled up and sleeping on a luxurious red sofa.
COCO_val2014_000000081561,there is a tower in the background where the traffic signals are directing the traffic.
COCO_val2014_000000081594,a woman holding an umbrella next to the wall
COCO_val2014_000000081616,people washing an elephant in the water.
COCO_val2014_000000081630,a bird flying over the sea in search of prey.
COCO_val2014_000000081656,two old pieces of luggage are stacked on top of each other.
COCO_val2014_000000081661,a can of coca-cola is placed on the desk next to the laptop and the remote control.
COCO_val2014_000000081691,two boys are riding skateboards in the park.
COCO_val2014_000000081738,a person cutting a sheet cake with a large knife.
COCO_val2014_000000081761,a tennis player is swinging their racket and trying to hit the ball.
COCO_val2014_000000081779,a box containing several large donuts.
COCO_val2014_000000081782,there are some donuts on a round white plate.
COCO_val2014_000000081798,there are people skiing at the mountain ski lodge.
COCO_val2014_000000081812,everyone is having dinner together.
COCO_val2014_000000081827,a little girl standing on the sidewalk holding an umbrella.
COCO_val2014_000000081860,a group of businesspersons are standing together with smiles on their faces.
COCO_val2014_000000081862,a close-up of the numeric keypad on the keyboard.
COCO_val2014_000000081897,the old bench is located by the sea.
COCO_val2014_000000081922,the airplane is flying over the car.
COCO_val2014_000000081943,the bathroom is bright white against terracotta tiles.
COCO_val2014_000000081956,a red umbrella placed above the garden next to the building.
COCO_val2014_000000081988,five surfers are practicing surfing at the beach.
COCO_val2014_000000081998,there are four apples in a bowl shaped like an apple.
COCO_val2014_000000082021,a toucan with a vividly colored beak is inside the cage.
COCO_val2014_000000082042,a black and white cat lying on top of a white comforter.
COCO_val2014_000000082052,the feet of a man standing on a skateboard on the road.
COCO_val2014_000000082061,a flat-screen tv is placed on the tv stand.
COCO_val2014_000000082138,there is a ceramic giraffe on the carousel.
COCO_val2014_000000082150,a boy is holding up two different wii controllers.
COCO_val2014_000000082157,a man striking a pose while holding a pink donut.
COCO_val2014_000000082180,two little bears are sitting on an old wooden chair.
COCO_val2014_000000082229,the new tv is on top of the old tv.
COCO_val2014_000000082252,two zebras are standing side by side in the field.
COCO_val2014_000000082258,a shelf with various kinds of books.
COCO_val2014_000000082259,a group of people with skis is sliding down a snowy slope.
COCO_val2014_000000082263,a fishing boat advances through the harbor waters.
COCO_val2014_000000082293,a large star-shaped kite in the sky
COCO_val2014_000000082312,a person wearing colorful clothes and a dog standing next to several bicycles and scooters.
COCO_val2014_000000082338,two cows on the road amidst cars and motorcycles.
COCO_val2014_000000082363,a bathroom with a toilet that has buttons.
COCO_val2014_000000082367,a clock installed at the entrance of the house.
COCO_val2014_000000082396,a large statue with a big building in the background.
COCO_val2014_000000082431,the streetlamp clock in front of the facility
COCO_val2014_000000082449,"there is a hot dog sandwiched in a bun with fried potatoes, mustard, and cheese on it."
COCO_val2014_000000082462,a promotional vehicle for hot dogs at carnivals and fairs.
COCO_val2014_000000082465,a wagon loaded with luggage and barrels.
COCO_val2014_000000082468,there is a plate with food on the table.
COCO_val2014_000000082488,"two beds are lined up next to each other, with a side table placed in between them."
COCO_val2014_000000082512,the stuffed toy holiday bear decoration in the garden.
COCO_val2014_000000082518,spectators are watching a woman serve a tennis ball on the court.
COCO_val2014_000000082530,this toilet has an orange ring.
COCO_val2014_000000082551,a tall person sitting in a chair working on a computer.
COCO_val2014_000000082558,"in the yellow room, there is a ceiling fan and furniture covered with covers."
COCO_val2014_000000082576,a boat is tied up on the clear water.
COCO_val2014_000000082662,a large red stop sign is hanging down.
COCO_val2014_000000082668,a beach filled with lots of beach chairs and umbrellas.
COCO_val2014_000000082673,a small car is parked in front of the scooter.
COCO_val2014_000000082678,"on a sunny day, there is a concrete bench near the sea."
COCO_val2014_000000082680,two small dogs are running in a close-up view.
COCO_val2014_000000082688,two elderly people are playing an interactive video game.
COCO_val2014_000000082696,a bird walking by the cafeteria next to the table.
COCO_val2014_000000082709,a dog is catching a frisbee in mid-air.
COCO_val2014_000000082731,a street in a commercial city with many neon signs.
COCO_val2014_000000082740,the horse and rider are jumping over a gate during the ride.
COCO_val2014_000000082765,"a black and white photo of an object placed on the bed, along with sunlight streaming in through the window."
COCO_val2014_000000082794,a close-up of a chili dog with mustard on a blue piece of paper.
COCO_val2014_000000082807,a small brown dog is sitting with its front paws on the table.
COCO_val2014_000000082812,pedestrians standing outside the station waiting for the train.
COCO_val2014_000000082815,a person giving a cracker to a giraffe over the fence.
COCO_val2014_000000082826,a white dog with a blue leash is sitting on a pillow.
COCO_val2014_000000082835,a man is riding a ski lift with a dog.
COCO_val2014_000000082836,several birds are standing close to each other.
COCO_val2014_000000082847,children are playing with toys in the sunlight on the beach.
COCO_val2014_000000082920,a boy flying a kite in a field.
COCO_val2014_000000082921,"one-way traffic, left turn only, straight ahead only, no right turn signs and signals."
COCO_val2014_000000082935,"a large white cow, yellow flowers, and the blue sky."
COCO_val2014_000000082940,two women are riding paddleboards on the water.
COCO_val2014_000000082981,four men are playing video games together in a large white room.
COCO_val2014_000000082986,a group of men playing a frisbee game.
COCO_val2014_000000082994,a group of people is posing next to an air force aircraft.
COCO_val2014_000000083036,the presenter's notes are being projected onto the screen.
COCO_val2014_000000083049,"a man lying on a bench, and next to him, a woman touching his face."
COCO_val2014_000000083059,a very lovely and well-lit formal living room.
COCO_val2014_000000083065,a television showing the weather forecast channel.
COCO_val2014_000000083067,a sailing ship navigating the water's surface.
COCO_val2014_000000083086,a very tall and slender building with a clock.
COCO_val2014_000000083097,"the scene is set in a kitchen, focusing on the microwave and the oven."
COCO_val2014_000000083110,there is a man wearing a hospital gown.
COCO_val2014_000000083134,a boy and a girl making homemade pizza at the counter.
COCO_val2014_000000083136,a boy approaches a giant kite lying on the ground.
COCO_val2014_000000083142,a zebra walking along the street is in the forest.
COCO_val2014_000000083161,"a plate of food containing broccoli, noodles, and breadcrumbs."
COCO_val2014_000000083172,a woman holding a tennis racket on a tennis court.
COCO_val2014_000000083214,a large truck on the street in front of the music store.
COCO_val2014_000000083217,seasoned chicken is placed on top of roasted root vegetables.
COCO_val2014_000000083235,an airplane located on the runway
COCO_val2014_000000083246,a large round mirror for seeing blind spots.
COCO_val2014_000000083257,three men at a costume party in a dark club.
COCO_val2014_000000083275,a player who is about to step into the batter's box in a baseball game.
COCO_val2014_000000083277,a boy doing tricks on a blue skateboard.
COCO_val2014_000000083331,a yellow traffic light has three different colors.
COCO_val2014_000000083408,a surfer riding a large wave near the sandy beach.
COCO_val2014_000000083441,the white living room has black furniture and wooden floors.
COCO_val2014_000000083452,the illuminated dashboard of the vehicle displays the time and the distance traveled.
COCO_val2014_000000083462,a partitioned booth with a computer on the desk.
COCO_val2014_000000083466,a man standing in the snow wearing skis.
COCO_val2014_000000083476,a cat is sleeping on the bed along with a remote control.
COCO_val2014_000000083477,a street sign standing at the corner of street luke and riverside.
COCO_val2014_000000083483,a duck swimming in the pond during the daytime.
COCO_val2014_000000083494,"on the dinner plate, there are servings of meat, broccoli, and carrots."
COCO_val2014_000000083510,an adult man is holding a teddy bear.
COCO_val2014_000000083531,many sausages are lined up on the portable grill.
COCO_val2014_000000083540,a person skiing on a snowy forest path.
COCO_val2014_000000083547,the large grey elephant standing next to the tree stump.
COCO_val2014_000000083557,the bench in the park located in the grassy area next to the building.
COCO_val2014_000000083565,a few fruits and vegetables in a white bowl.
COCO_val2014_000000083573,others skiing are watching the two people walking on the mountain peak.
COCO_val2014_000000083574,a care bear standing in front of a pile of books.
COCO_val2014_000000083614,"a blanket with various items placed on it. for example, a mouse, a computer hard drive, and a keyboard, among others."
